Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
MPO	83.09319950845962	6.658848661263965e-18	7.015938567494384e-16	111.951047125248	4.17274430582334e-24	8.150384621131157e-22	87.16606698262697	8.894922750889244e-19	1.2335917524657906e-16	94.0701045387782	3	1.5395505571642334e-55	3.5009971804744352e-53
ANXA3	61.17988246323968	3.2895308983112845e-13	2.0614393629417383e-11	46.353129738537405	4.770991984013398e-10	2.2834409979115777e-08	74.29603359781335	5.128329709502484e-16	4.852262614860107e-14	60.60968193319681	3	2.1025770128820213e-34	2.1619976675939038e-32
GM2A	80.16084625760735	2.834878697880521e-17	2.745537066189741e-15	19.81714385705429	0.0001852157690473	0.0033297372211568	73.56938385626414	7.339850103752096e-16	6.755331131853292e-14	57.849124656975256	3	1.1247264009342718e-32	1.0472354087439183e-30
DGUOK	160.4358507499035	1.4759462201875281e-34	5.442835522753084e-32	2.931641353585233	0.4022852612776736	0.8655300932580373	8.588039127451754	0.035300488059912	0.2264779094540873	57.3185104103135	3	2.4147347230652636e-32	2.2135068294764914e-30
EIF1AY	119.10038877255934	1.2055283794808427e-25	2.5127404570570265e-23	9.63175445893462	0.0219702442609521	0.1647084598276983	21.72257138308744	7.450148758737526e-05	0.0013373281211606	50.1515715381938	3	7.099843779282323e-28	5.313648904431232e-26
GSTP1	36.504997896077896	5.855974996645209e-08	1.9162828760352987e-06	44.6059115887357	1.122054077809207e-09	5.165022178552319e-08	40.05479576952432	1.0373893997794124e-08	4.151197740461174e-07	40.38856841811264	3	7.712148405950647e-22	4.4924214236633696e-20
DHX35	7.562904115795669	0.0559640152711114	0.2976056452686724	89.05527460082227	3.4951015191190867e-19	4.857518976668007e-17	2.249313173937359	0.5223006363541878	0.9457649154801998	32.9558306301851	3	2.665865670352724e-17	1.2124562135354216e-15
BASP1	22.878732222608694	4.280285945077783e-05	0.000787704062215	14.052720527614277	0.0028342623470372	0.0336894966809835	47.999865028575705	2.1296217914248608e-10	1.0415599524823816e-08	28.31043925959956	3	1.6838146236098332e-14	6.320986642598816e-13
PGK1	23.988939384400545	2.5113149612848472e-05	0.0004835037720642	31.732952309116	5.957486423717225e-07	1.9570342901911087e-05	27.399523664686548	4.854475964018139e-06	0.0001198700357554	27.70713845273436	3	3.8669917705682014e-14	1.4069900826759688e-12
NEK2				1.8910758718530285	0.5953190801483721	0.958425260020558	69.12114330804633	6.583124276299669e-15	5.553962514438154e-13	35.50610958994968	2	2.53465816272461e-13	8.466760670683196e-12
FBLN7	63.524275401847696	1.037458855442494e-13	6.860107245505264e-12				2.9016146404788743	0.4070443243477606	0.8758590307538211	33.212945021163286	2	2.205581141111502e-12	7.011020697215997e-11
TKT	18.715639870850502	0.0003130200187394	0.0046244005233799	19.55681371250473	0.0002096965661796	0.003723530918379	18.14295981086717	0.0004109740654482	0.0061731475350117	18.80513779807413	3	6.537991249758571e-09	1.439697328275514e-07
YJ017	39.12870088479688	1.6300474117279533e-08	5.703976125418837e-07							39.12870088479688	1	1.6300474117279533e-08	3.381633446260184e-07
TBC1D4	13.90329947275833	0.0030397776960123	0.0316110504873822	37.50202959594576	3.6029191273538976e-08	1.4306756337025612e-06	2.031143387953918	0.5659680047960347	0.9690275800025462	17.81215748555267	3	2.4155123373561812e-08	4.924729894696007e-07
RPL39L							37.42496113693834	3.7408055960470664e-08	1.3195789496299825e-06	37.42496113693834	1	3.740805596047066e-08	7.484776002243072e-07
MDH1	17.51214483311101	0.0005544388988894	0.0074245253666932	18.3667608957065	0.0003695101782057	0.0060830297446308	15.144555217209977	0.0016971920363282	0.0206767414871088	17.007820315342496	3	6.911678841800473e-08	1.3398459394146e-06
RCSD1	26.864642646296858	6.284845540289796e-06	0.0001391665104856	2.1954461884533405	0.5328458869810386	0.935814635531462	21.388669381262403	8.741434183641768e-05	0.001531112105107	16.816252738670865	3	8.86903332620924e-08	1.691553533587488e-06
THAP9	31.88155213262713	5.543078657272402e-07	1.5228377697973578e-05				11.040058471847953	0.0115112246578872	0.0978502421800592	21.460805302237542	2	1.2088470111825246e-07	2.258233160700372e-06
PGK2	17.822349550737183	0.0004785578197328	0.0065269023834968	7.722491522990516	0.0521090153665297	0.2951346818604315	21.021343842422635	0.0001042071390419	0.0017911597209859	15.522061638716778	3	4.726570674937073e-07	8.219367386931013e-06
CCDC74B	14.97224309345374	0.001840523440607	0.0206396944427372	6.0691073969933385	0.1082959821200081	0.4661435752122087	24.54836375785392	1.91893624011563e-05	0.000404735635311	15.196571416100332	3	7.175497363653286e-07	1.21214651893143e-05
GAS8							28.940619677340955	2.304700137901385e-06	6.029143203130135e-05	28.940619677340955	1	2.304700137901385e-06	3.511994733335551e-05
IL1RAP	14.036870421026832	0.0028553929721184	0.0299535096462487	13.59892849545176	0.003505172628177	0.0397051451157292	15.061287566752018	0.0017650164770993	0.0213234210192762	14.23236216107687	3	2.4498189989982757e-06	3.704489726746113e-05
PADI1							26.702852545921672	6.7952214814920246e-06	0.0001596167570269	26.702852545921672	1	6.7952214814920246e-06	9.657871877240768e-05
ANP32A	12.07504997862628	0.0071304432062364	0.0631271370834674	16.85453167189893	0.0007571326906636	0.0112357247544685	10.453554846572706	0.0150792940374791	0.1202069077444403	13.127712165699306	3	9.824862943949458e-06	0.0001357231358787
APBB2				25.502412950026983	1.2122078662730696e-05	0.0002959671030255				25.502412950026983	1	1.2122078662730696e-05	0.0001634476398937
MAPRE1	14.337139481206448	0.0024803808369608	0.0266613133013236	14.39246080927257	0.0024168202953462	0.0296040004651993	9.099365018107967	0.0279985342532566	0.1917842765764348	12.609655102862328	3	1.8706868777761456e-05	0.000243621941957
SSFA2	32.59957883789266	3.911960789564422e-07	1.1129934733039668e-05	3.036335555255934	0.3860568059552782	0.8597943102122637	0.5987045306324424	0.8967288773441784	1.0	12.07820630792701	3	3.6020212791887285e-05	0.0004502526598985
BRPF1	2.2077079849120813	0.5304317347700049	0.9500802303334218	1.4636046805309828	0.6906954606121223	0.9900150919959952	32.173333896712506	4.811233637553758e-07	1.4410925842187647e-05	11.948215520718522	3	4.224347643345666e-05	0.0005219739904134
CECR1	13.556192143037714	0.0035759338994301	0.0364745257741872	5.741841141319312	0.1248684689550333	0.5058432876334227	16.31402708245572	0.0009776709970324	0.013040765710087	11.87068678893758	3	4.644776347973325e-05	0.0005679884210422
SAFB2	3.839495972839009	0.2793253900875048	0.7458011250790856	28.25527208127548	3.210422711205148e-06	8.755367899577209e-05	2.652742973571522	0.4483179573692947	0.9064851209120712	11.582503675895335	3	6.601242426955955e-05	0.000777486969111
BRCA2	29.3260478477107	1.912551688716292e-06	4.738383873749821e-05	3.987136538473676	0.2628565057596189	0.7383070218129676	0.6621816006552669	0.8820610633091656	1.0	11.325121995613214	3	9.021460572513994e-05	0.0010347116515031
GLO1	10.767807836164422	0.0130500258300661	0.1014790329754048	13.47418421355932	0.003715704841671	0.0415044805112157	9.7244321593635	0.0210598293351287	0.1549489187418922	11.32214140302908	3	9.054069249914005e-05	0.0010374454348859
PDCD5	6.810162585049019	0.0782010917903529	0.3675451314146589	13.988855254769032	0.0029203619932095	0.0345991084015171	12.935283970798256	0.0047786683351807	0.0479477088457579	11.244767270205434	3	9.94234317304465e-05	0.0011282937430062
