Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
ALB	84.69443685126829	3.01817296087218e-18	3.326234752740512e-16	121.50090292956747	3.665854867610372e-26	8.028222160066715e-24	107.16404112990833	4.472868171192554e-23	8.879081836304593e-21	104.45312697024804	3	3.8152483381373695e-62	1.100373453621327e-59
C2orf65	110.9638899532978	6.805978964974405e-24	1.2084393762254556e-21				100.25212123767524	1.3717795187772933e-21	2.3538806522205624e-19	105.60800559548652	2	7.755570992100422e-43	1.091781273590327e-40
KIT	53.79987191699741	1.2379281547259634e-11	6.705793868651151e-10	49.32041216427837	1.1148441314767676e-10	5.924248925134266e-09	71.9638445917356	1.6205439073931754e-15	1.4266423059520444e-13	58.36137622433713	3	5.37760711048172e-33	5.128242264632769e-31
MINOS1	79.87673204258724	3.2619453486219736e-17	3.127553200258749e-15	14.41956210837247	0.0023862746533752	0.029329263469291	21.58589719351709	7.953982531902163e-05	0.0014127389325083	38.627397114825605	3	9.2870390551082e-21	5.084223927159929e-19
C2orf16	89.95704864042688	2.237600259397828e-19	2.7862482191047244e-17							89.95704864042688	1	2.237600259397828e-19	1.1405009942835913e-17
CGNL1	62.57709578376793	1.65380778249491e-13	1.0642086589638384e-11				27.567974304733056	4.475144117204453e-06	0.0001115920173462	45.07253504425049	2	2.826867914508265e-17	1.2807552907685913e-15
KCNAB1							79.77734462549567	3.42605680886858e-17	3.897235857638821e-15	79.77734462549567	1	3.42605680886858e-17	1.5345879456390514e-15
ALMS1	57.68082155593381	1.83893806011048e-12	1.0685901891114716e-10	8.669712496439846	0.0340203587323807	0.2241250068905339	24.90262288550932	1.6181543334225616e-05	0.00034781729239	30.417718979294325	3	9.122081006878698e-16	3.745437774525715e-14
MYO1D	32.7650511104187	3.609942429532419e-07	1.0331978511748308e-05	14.306769781400549	0.0025159752919847	0.0305595856053341	42.40262188807595	3.295537664093495e-09	1.413729801325532e-07	29.824814259965063	3	2.0753864519964573e-15	8.291028646911524e-14
UTRN	3.9077318007782336	0.2716013430131702	0.7360411749039786	46.8115618550845	3.811642129548334e-10	1.8612660588003933e-08	37.654050589111456	3.345635663741156e-08	1.192648431680122e-06	29.4577814149914	3	3.449963371409568e-15	1.3553427530537588e-13
GNPDA1	39.63963069911506	1.2703901412545186e-08	4.579135591860272e-07	8.99278365842926	0.0293869857508813	0.2022664247824946	34.3418273267236	1.677852603938886e-07	5.46192275314382e-06	27.65808056142264	3	4.1371853445169335e-14	1.500681493831679e-12
LGALS3	23.279477558122004	3.531278620599841e-05	0.0006561608413626	22.70328283189728	4.656180513469457e-05	0.0009669602462886	34.291740848725425	1.7192144149219613e-07	5.560807264111801e-06	26.75816707958157	3	1.4254159604178906e-13	4.802149211379361e-12
USP2	3.184470897083163	0.3640484913285592	0.8386585619553643				59.11889494139345	9.067060086434804e-13	5.960708851627661e-11	31.151682919238308	2	1.5303591031319145e-11	4.4245712456075526e-10
ARVCF	4.532418318901641	0.2094168109454328	0.6525474109017908				49.394136305136776	1.075268939456526e-10	5.470363187466267e-09	26.96327731201921	2	7.633059382125038e-10	1.8804359832005957e-08
ACRBP							42.38932531285933	3.3170231031939883e-09	1.4169426960648077e-07	42.38932531285933	1	3.3170231031939883e-09	7.572161813758479e-08
GABRD	1.6594462590075651	0.6459871296163562	0.9946562708786932	42.4257668307527	3.258469693326568e-09	1.4359122240043357e-07	6.723670427557194	0.0812467983386067	0.3945048375923521	16.936294505772487	3	7.58643587665692e-08	1.46824229527771e-06
FCHO2	13.767155120089852	0.0032398526384757	0.0333659582145063	14.033910905593686	0.0028593557214657	0.0339319602611376	21.46699317886417	8.419828607106662e-05	0.0014824755620582	16.422686401515904	3	1.4783869347708202e-07	2.740113715307985e-06
PI4K2A	21.263850237495443	9.279423746310772e-05	0.001583115923125	8.424803917362027	0.038001595904806	0.2384006368090566	17.79547174296913	0.000484702080883	0.0070912194607797	15.8280419659422	3	3.188266017035541e-07	5.695052213209256e-06
SLC44A2	8.089814427807248	0.0441915265031099	0.2540217962301068	19.99902842032206	0.0001698211508037	0.0030914293623645	18.958841342206263	0.0002788088062914	0.0043559573378005	15.682561396778524	3	3.845203222405457e-07	6.766298825140555e-06
SYCE1	4.166218306612215	0.2440659112071381	0.7046383488870944	28.78754465027652	2.4818480383107617e-06	6.97911119566999e-05	11.856630545789834	0.0078907729278819	0.0726898863711349	14.93679783422619	3	1.0002317052256615e-06	1.6314124019715104e-05
ZNF483							30.30436758387023	1.1908683757438792e-06	3.276182455443215e-05	30.30436758387023	1	1.1908683757438792e-06	1.9159208902273973e-05
EEF1A1	23.66301935213308	2.937148720854406e-05	0.0005543579121171	1.4748841389932656	0.6880790705302937	0.9888143652261748	17.954914448433385	0.000449368064719	0.0066317817597901	14.36427264651991	3	2.0726699078743344e-06	3.1871679662697014e-05
MED11							28.960400431870823	2.282748886056177e-06	5.987189047262368e-05	28.960400431870823	1	2.282748886056177e-06	3.483032977756683e-05
