Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
HBG2	629.9903964677865	3.174083445296062e-136	3.043311207349864e-132	754.9123344497425	2.596162596020331e-163	1.8762467081438929e-159	642.868930348608	5.122249736855234e-139	5.185765633592239e-135	675.9238870887124	3	0.0	0.0
HBG1	497.23942943990073	1.892010043861994e-107	9.070296150274399e-104	600.8171922773628	6.702497512558457e-130	2.4219474761629983e-126	378.8365496074864	8.491733656178023e-82	1.0746288941893291e-78	492.2977237749167	3	0.0	0.0
HBZ	258.6629381527588	8.750506190354261e-56	7.6272593957378805e-53	155.01329985589314	2.1836810617569938e-33	6.861505666659912e-31	301.97354971634354	3.720766898450313e-65	3.766904407991096e-62	238.54992924166515	3	2.9859506849364287e-148	2.9424055707811054e-145
CHI3L1	155.7107915638505	1.544163807903186e-33	5.483497255620647e-31	113.96994372186134	1.5340449083003148e-24	3.079595153412882e-22	169.39209168053523	1.721483223938143e-36	8.299188647214171e-34	146.35760898874904	3	6.210450619845866e-89	3.671928928983869e-86
PRDX2	115.4196158847726	7.477281899154699e-25	1.4057289970410833e-22	147.85785659047903	7.635626264615195e-32	2.1224104236297696e-29	125.61895769640904	4.7541671871753846e-27	1.3008429352152323e-24	129.63214339055355	3	3.2005888746766204e-78	1.305067704932794e-75
PNMT	136.55146070939873	2.0939269180971083e-29	6.08380948203487e-27	129.6071457733844	6.5725413937668e-28	1.5322502146049247e-25	88.32489930832023	5.015445909476914e-19	7.052274220492257e-17	118.16116859703445	3	6.883886417155786e-71	2.3941752024372702e-68
HBE1	187.01074760370776	2.699662196474254e-40	1.5226094788114797e-37	70.68823738048667	3.040019474743986e-15	2.7462775929968484e-13	74.49085305524493	4.658277817209743e-16	4.44909477560674e-14	110.72994601314646	3	3.8079282252381023e-66	1.1849671385115936e-63
OAT	87.86906084384196	6.2834000631421215e-19	7.437683926593413e-17	103.78981281019676	2.379421822663701e-22	4.0943051219977537e-20	82.00528417349425	1.1398352340524474e-17	1.4072795011642656e-15	91.221385942511	3	9.925804842294e-54	2.0959400403594027e-51
CNRIP1	79.76857267730882	3.440931790531645e-17	3.234475883099746e-15	54.846656400469776	7.403334376177089e-12	4.69332434531858e-10	123.08943786472146	1.6672660004155122e-26	4.219850247051661e-24	85.90155564750002	3	2.3533473635758157e-50	4.562021733489183e-48
HEMGN	79.83564451414449	3.3288152771331704e-17	3.1600674135794885e-15	56.98293720007299	2.5915236641413945e-12	1.6872920288963835e-10	63.24910289025316	1.1879812406364226e-13	8.652605813095784e-12	66.68922820149022	3	3.206505742258516e-38	3.829992969919895e-36
LTF	83.92445571435157	4.415762225149797e-18	4.70425869052625e-16	42.031947053339685	3.949982579285113e-09	1.7196701265357537e-07	61.65787803351616	2.6000158911503083e-13	1.8407385232171824e-11	62.53809360040248	3	1.2989413809244866e-35	1.3592904273833677e-33
MYL4	72.96601764045376	9.8847385606141e-16	8.10041652300581e-14	29.492098339640783	1.7648423606322158e-06	5.184762496052449e-05	81.07222942664282	1.8072835662670026e-17	2.1525810382220158e-15	61.176781802245785	3	9.275089225405671e-35	9.62087106056334e-33
HMBS	72.45714409125885	1.2705335292271409e-15	1.0323623286635449e-13	33.77947724635548	2.205338905179113e-07	7.699509308081859e-06	54.834205354151216	7.448751409425866e-12	4.359026547342628e-10	53.69027556392185	3	4.449091541008626e-30	3.679056466603287e-28
TIMP3	55.82894414790184	4.569288905851798e-12	2.5471129086806417e-10	48.02415215724505	2.1044282897549557e-10	1.0635456818223122e-08	55.78108201080567	4.678017588563204e-12	2.8359431177613097e-10	53.21139277198419	3	8.846877456400355e-30	7.214781098064427e-28
CPOX	45.35250708573513	7.78657690163348e-10	3.332933005931331e-08	48.309368254718926	1.8299353066228238e-10	9.37939181628592e-09	57.44637492772362	2.0635802904744067e-12	1.2896103000470922e-10	50.36941675605922	3	5.1979794635145695e-28	3.965555300390954e-26
CAST	44.471550116663146	1.1982916708562684e-09	5.083725902730048e-08	27.10588778677341	5.593970533861084e-06	0.0001454231116842	73.14647628812311	9.04276736779381e-16	8.101679365623412e-14	48.24130473051989	3	1.0900916167106721e-26	7.812323253093151e-25
EPB42	76.00894479428449	2.20213927596284e-16	1.9021721962100642e-14	14.708133576043634	0.002083844351572	0.0261912054414105	49.60095495777461	9.715825560873242e-11	4.993046597882269e-09	46.77267777603424	3	8.868846116464637e-26	6.169065019246725e-24
SLC4A1	82.81624247023058	7.635394819925818e-18	7.871845756284811e-16	2.785032198183498	0.4259698145194464	0.8858946329588602	45.38748193344097	7.654421043616737e-10	3.5547412222741216e-08	43.662918867285015	3	7.424922669050547e-24	4.6701973702937625e-22
RHCE	60.94908696693649	3.685152829446798e-13	2.2795642147571548e-11				37.80439215745603	3.1092459936705065e-08	1.1162413631177378e-06	49.37673956219626	2	4.566207948921786e-19	2.2976769785531968e-17
CYB5A	47.644794162215696	2.5342905284860683e-10	1.1516008335130058e-08	15.171710536018097	0.0016756372374105	0.0218195140806594	40.05343023628764	1.0380810647495116e-08	4.13761129902522e-07	34.28997831150715	3	4.128673367127075e-18	1.984616364482832e-16
