Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
TNF	183.18168490403687	1.8127392629242368e-39	9.147654764693468e-37	257.062833024906	1.9415763044116592e-55	1.27561563199846e-52				220.12225896447143	2	6.171083160442323e-92	4.054058798457248e-89
LGALS1	161.06507841548472	1.0796303434112156e-34	4.3131232219278067e-32	138.03848769382964	1.0008663744938793e-29	2.4110870961557548e-27	137.21299205333025	1.5078087120041582e-29	5.088351800110033e-27	145.43885272088153	3	2.4105230257853495e-88	1.2956561263596255e-85
PRTN3	130.66535026219037	3.887642834106754e-28	9.09139499839404e-26	167.17074276562974	5.1931352002307606e-36	1.9753046364246162e-33	126.57158568258455	2.9636642904463334e-27	8.334482576799634e-25	141.46922623680155	3	8.437695428586988e-86	4.157322851793381e-83
HPGD	124.4505476184994	8.487777640325403e-27	1.8495639094418173e-24	177.325380823425	3.334548713327925e-38	1.4175755030129951e-35	104.08596408204792	2.0548028220489376e-22	4.0005430327737404e-20	135.28729750799076	3	7.687806757884019e-82	3.496473650460713e-79
HPGDS	136.5206857612762	2.1261601407193228e-29	5.9957715968284906e-27	150.11786511139036	2.485081753712077e-32	7.183874333630874e-30	90.32167555247648	1.8683760819515172e-19	2.6641464019263608e-17	125.653408808381	3	1.1220405532355274e-75	4.14629048187816e-73
VIM	119.12220836360778	1.1925552300837975e-25	2.540937676898545e-23	122.66623249094536	2.0566802519277772e-26	4.644883806463141e-24	115.2127515045008	8.284777171756744e-25	1.7845762571673461e-22	119.00039745301795	3	2.0036494391818343e-71	7.179743823734906e-69
ANXA1	112.99807796088676	2.483409524385604e-24	4.4926283999639935e-22	115.76510544329756	6.3002781692648845e-25	1.3009174379793522e-22	116.7091782137465	3.9453996907816647e-25	9.289122434761298e-23	115.1574538726436	3	5.697244395183284e-69	1.9248547135154951e-66
S100A11	92.1260593904781	7.653346308072076e-20	1.019170616691598e-17	79.10708826570239	4.7703611719487764e-17	5.303907721488279e-15	114.1862125058108	1.3780993772872759e-24	2.9066412699284133e-22	95.13978672066378	3	3.2182730336993665e-56	7.611215724699001e-54
COL6A1	118.892737252049	1.336274498657127e-25	2.725999977260539e-23	40.63876422053762	7.800677940004221e-09	3.33582837114855e-07	122.87725380351952	1.8523002298004444e-26	4.5738262259755366e-24	94.13625175870204	3	1.3975382751261695e-55	3.2403706085033243e-53
CORO1A	80.21357343587401	2.762003787965216e-17	2.7022543182663765e-15	77.85771984351757	8.840487396918963e-17	9.535851107094533e-15	91.40823947342284	1.0915943208792958e-19	1.6494478962062672e-17	83.15984425093814	3	1.2848100552370912e-48	2.373887328621657e-46
ACSM1	117.51532445657304	2.645504010219153e-25	5.284394260412758e-23	28.84020750144711	2.419420926120748e-06	6.856923542382213e-05	98.50400914656608	3.259393935361519e-21	5.409525278950822e-19	81.61984703486208	3	1.2130464032162676e-47	2.1409363758257265e-45
COTL1	95.39454285483777	1.518878877198846e-20	2.240463180705005e-18	67.17100601760552	1.7213108534818243e-14	1.3977430941700161e-12	76.98032140506142	1.3633304050276643e-16	1.452879686368429e-14	79.8486234258349	3	1.6019757446799072e-46	2.7857887030646923e-44
ANXA6	76.97043283607324	1.3700019911109319e-16	1.2050989991533591e-14	72.00431656581384	1.5885147585521365e-15	1.5105521263231964e-13	77.98605412692805	8.297696822045291e-17	9.032890604987798e-15	75.65360117627172	3	7.180400842677732e-44	1.0747878476539767e-41
SAMHD1	90.27857786253564	1.9086286026037572e-19	2.407885663390109e-17	53.51761106683801	1.4219545394199052e-11	8.56372121365638e-10	80.16830650817072	2.82445220159649e-17	3.28675334355895e-15	74.65483181251479	3	3.0673926625425597e-43	4.53398977932072e-41
HLA-DRA	35.85074203968175	8.052726380926718e-08	2.5566073026597805e-06	110.09354619990098	1.0476194995264909e-23	1.892786530769488e-21	75.90585402819883	2.3170927148056004e-16	2.3695198631001924e-14	73.95004742259385	3	8.542958241944008e-43	1.188476249541034e-40
ARHGDIB	61.8606361700781	2.353089789096269e-13	1.4941340991956968e-11	80.89734348739391	1.970355289102216e-17	2.3732929457236184e-15	78.37423365733636	6.85041766246864e-17	7.538437871177447e-15	73.7107377716028	3	1.2095468937459522e-42	1.6631269789006843e-40
S100B	92.60379250907566	6.042442288395475e-20	8.276419523019402e-18	38.54954175794517	2.1621213141726933e-08	8.828051264139014e-07	80.05255218785199	2.9906373434045284e-17	3.4405923255258457e-15	70.40196215162428	3	1.4755065911049947e-40	1.9604343190805127e-38
LCP1	73.58450524804857	7.285294017793209e-16	6.127315705491338e-14	82.34062637732471	9.658035287393205e-18	1.1830274749489945e-15	54.8464196385988	7.40419541360991e-12	4.3581438585689957e-10	70.25718375465736	3	1.8203580803720947e-40	2.391748255600002e-38
HLA-DRB1	86.30123164421512	1.3640234689177345e-18	1.5386184729392043e-16	28.848534111210544	2.4096949417765943e-06	6.856246198511593e-05	92.41474650382054	6.634815910719755e-20	1.017740549698891e-17	69.18817075308208	3	8.579784514481369e-40	1.0909242138036791e-37
HLA-DPA1	72.97227656297953	9.854264489180058e-16	8.145059303642968e-14	52.22489768923932	2.682103945381924e-11	1.550685217062013e-09	81.5134346230191	1.453350514571964e-17	1.7727374228345257e-15	68.90353629174598	3	1.2962665899526914e-39	1.6135107817042711e-37
C4orf48	83.05470771381134	6.786709451600672e-18	7.072931545863831e-16	62.74331363776373	1.5238764084890848e-13	1.1013054804150616e-11	56.81167306533267	2.8191159257603105e-12	1.7297411898422655e-10	67.53656480563592	3	9.398090826908887e-39	1.145695093074202e-36
CYBB	54.27681521145476	9.794399098830484e-12	5.335721509067425e-10	45.0090748310935	9.21170379094272e-10	4.2950311804608416e-08	99.47438973521596	2.016082567680793e-21	3.4018033192000574e-19	66.25342659258807	3	6.026526706436814e-38	7.055809733031221e-36
ANXA5	65.36050187989471	4.199944213258518e-14	2.8970550443685376e-12	74.4076883945425	4.853422096053184e-16	4.804887875092652e-14	58.389019360831945	1.2982156871243e-12	8.425086933619496e-11	66.05240321175638	3	8.062139669702867e-38	9.346549175905528e-36
CPA3	61.027623158929416	3.545458970800793e-13	2.2073935462362337e-11	59.689390385470645	6.84862675858214e-13	4.625703325633003e-11	74.98585202131449	3.6487061880404963e-16	3.5180477569259035e-14	65.23428852190484	3	2.634239221081597e-37	2.9666551227895127e-35
CES1	51.46389148473168	3.8963225445566505e-11	1.9977508319363192e-09	91.05879548256156	1.2975616593473693e-19	1.913771043286416e-17	51.44376970437413	3.9349796859529556e-11	2.130360125165119e-09	64.65548555722246	3	6.085634153576029e-37	6.788926779814769e-35
CD48	81.50343452424214	1.4605480596088878e-17	1.4897590208010653e-15	50.53416332706068	6.147957461715753e-11	3.391701418001507e-09	60.36452409706934	4.913204245151333e-13	3.316085318527473e-11	64.13404064945739	3	1.2936520139234514e-36	1.4164291726522971e-34
